"theoretical_mz","theoretical_percent_intensity","distribution_name"
NA,0,"Br4Cl5"
637.54,6.2,"Br4Cl5"
638.54,0.58,"Br4Cl5"
639.54,28.92,"Br4Cl5"
640.54,4.05,"Br4Cl5"
641.54,73.89,"Br4Cl5"
642.54,9.04,"Br4Cl5"
643.53,100,"Br4Cl5"
644.54,12.47,"Br4Cl5"
645.53,76.73,"Br4Cl5"
646.53,10.44,"Br4Cl5"
647.53,42.32,"Br4Cl5"
648.53,4.33,"Br4Cl5"
649.53,14.65,"Br4Cl5"
650.53,2.3,"Br4Cl5"
651.52,3.12,"Br4Cl5"
652.53,0.19,"Br4Cl5"
653.52,0.43,"Br4Cl5"
654.52,0.04,"Br4Cl5"
NA,0,"Br4Cl5"
NA,0,"Br4Cl5"
NA,0,"Br5Cl1"
NA,0,"Br5Cl1"
NA,0,"Br5Cl1"
NA,0,"Br5Cl1"
579.61,7.15,"Br5Cl1"
580.61,1.08,"Br5Cl1"
581.61,42.78,"Br5Cl1"
582.61,5.17,"Br5Cl1"
583.6,88.11,"Br5Cl1"
584.61,11.24,"Br5Cl1"
585.6,100,"Br5Cl1"
586.6,12.9,"Br5Cl1"
587.6,60.31,"Br5Cl1"
588.6,7.4,"Br5Cl1"
589.6,18.46,"Br5Cl1"
590.6,2.12,"Br5Cl1"
591.6,2.33,"Br5Cl1"
592.6,0.14,"Br5Cl1"
NA,0,"Br5Cl1"
NA,0,"Br5Cl1"
NA,0,"Br5Cl1"
NA,0,"Br5Cl1"
NA,0,"Br5Cl1"
NA,0,"Br5Cl1"
NA,0,"Br5Cl2"
NA,0,"Br5Cl2"
NA,0,"Br5Cl2"
NA,0,"Br5Cl2"
613.57,8.03,"Br5Cl2"
614.57,1,"Br5Cl2"
615.57,34.79,"Br5Cl2"
616.57,4.65,"Br5Cl2"
617.56,82.87,"Br5Cl2"
618.57,10.87,"Br5Cl2"
619.56,100,"Br5Cl2"
620.57,12.67,"Br5Cl2"
621.56,78.03,"Br5Cl2"
622.56,8.79,"Br5Cl2"
623.56,30.07,"Br5Cl2"
624.56,3.8,"Br5Cl2"
625.56,6.64,"Br5Cl2"
626.56,1.08,"Br5Cl2"
627.55,0.65,"Br5Cl2"
628.56,0.04,"Br5Cl2"
629.56,0.04,"Br5Cl2"
NA,0,"Br5Cl2"
NA,0,"Br5Cl2"
NA,0,"Br5Cl2"
NA,0,"Br5Cl3"
NA,0,"Br5Cl3"
NA,0,"Br5Cl3"
NA,0,"Br5Cl3"
647.53,4.72,"Br5Cl3"
648.53,0.7,"Br5Cl3"
649.53,28.35,"Br5Cl3"
650.53,3.4,"Br5Cl3"
651.53,73.64,"Br5Cl3"
652.53,10.58,"Br5Cl3"
653.52,100,"Br5Cl3"
654.53,13.04,"Br5Cl3"
655.52,80.44,"Br5Cl3"
656.52,10.89,"Br5Cl3"
657.52,43.07,"Br5Cl3"
658.52,5.31,"Br5Cl3"
659.52,11.68,"Br5Cl3"
660.52,1.56,"Br5Cl3"
661.51,2.5,"Br5Cl3"
662.52,0.43,"Br5Cl3"
663.51,0.16,"Br5Cl3"
NA,0,"Br5Cl3"
NA,0,"Br5Cl3"
NA,0,"Br5Cl3"
NA,0,"Br5Cl4"
NA,0,"Br5Cl4"
NA,0,"Br5Cl4"
NA,0,"Br5Cl4"
681.49,4.15,"Br5Cl4"
682.49,0.59,"Br5Cl4"
683.49,23.58,"Br5Cl4"
684.49,3.22,"Br5Cl4"
685.49,68.29,"Br5Cl4"
686.49,9.27,"Br5Cl4"
687.48,100,"Br5Cl4"
688.49,13.42,"Br5Cl4"
689.48,94.79,"Br5Cl4"
690.48,12.32,"Br5Cl4"
691.48,55.93,"Br5Cl4"
692.48,7.49,"Br5Cl4"
693.48,21.34,"Br5Cl4"
694.48,3.22,"Br5Cl4"
695.47,4.06,"Br5Cl4"
696.48,0.76,"Br5Cl4"
697.47,0.8,"Br5Cl4"
698.47,0.13,"Br5Cl4"
NA,0,"Br5Cl4"
NA,0,"Br5Cl4"
NA,0,"Br5Cl5"
NA,0,"Br5Cl5"
715.45,2.95,"Br5Cl5"
716.45,0.45,"Br5Cl5"
717.45,20.2,"Br5Cl5"
718.45,2.68,"Br5Cl5"
719.45,62.33,"Br5Cl5"
720.45,7.15,"Br5Cl5"
721.44,97.36,"Br5Cl5"
722.45,12.82,"Br5Cl5"
723.44,100,"Br5Cl5"
724.45,13.99,"Br5Cl5"
725.44,68.54,"Br5Cl5"
726.44,9.03,"Br5Cl5"
727.44,31.68,"Br5Cl5"
728.44,3.49,"Br5Cl5"
729.44,10.32,"Br5Cl5"
730.44,1.47,"Br5Cl5"
731.43,2.06,"Br5Cl5"
732.43,0.09,"Br5Cl5"
733.43,0.13,"Br5Cl5"
734.43,0.09,"Br5Cl5"
NA,0,"Br5Cl5"
NA,0,"Br5Cl5"
